tool_name,tool_version,input_name,input_extension,input_edam_format
mothur_summary_qual,1.39.5.0,name,mothur.names,format_3475
mothur_summary_qual,1.39.5.0,count,mothur.count_table,format_3475
mothur_pcoa,1.39.5.0,phylip,mothur.dist,format_2330
mothur_rarefaction_shared,1.39.5.0,otu,mothur.shared,format_2330
mothur_rarefaction_shared,1.39.5.0,designc|design,mothur.design,format_3475
mothur_summary_shared,1.39.5.0,otu,mothur.shared,format_2330
mothur_bin_seqs,1.39.5.0,fasta,fasta,format_1929
mothur_bin_seqs,1.39.5.0,otu,mothur.list,format_2330
mothur_bin_seqs,1.39.5.0,name,mothur.names,format_3475
mothur_bin_seqs,1.39.5.0,group,mothur.groups,format_3475
mothur_bin_seqs,1.39.5.0,count,mothur.count_table,format_3475
mothur_get_otulist,1.39.5.0,otu,mothur.list,format_2330
mothur_get_coremicrobiome,1.39.5.0,otu,mothur.shared,format_2330
mothur_classify_otu,1.39.5.0,otu,mothur.list,format_2330
mothur_classify_otu,1.39.5.0,name,mothur.names,format_3475
mothur_classify_otu,1.39.5.0,count,mothur.count_table,format_3475
mothur_classify_otu,1.39.5.0,tax|taxonomy,mothur.seq.taxonomy,format_3475
mothur_classify_otu,1.39.5.0,group,mothur.groups,format_3475
mothur_screen_seqs,1.39.5.0,fasta,fasta,format_1929
mothur_screen_seqs,1.39.5.0,qfile,qual,format_3606
mothur_screen_seqs,1.39.5.0,names,mothur.names,format_3475
mothur_screen_seqs,1.39.5.0,groups,mothur.groups,format_3475
mothur_screen_seqs,1.39.5.0,summary,mothur.summary,format_3475
mothur_screen_seqs,1.39.5.0,taxonomy,taxonomy,format_3475
mothur_screen_seqs,1.39.5.0,count,mothur.count_table,format_3475
mothur_screen_seqs,1.39.5.0,alignrep|alignreport,mothur.align.report,format_3475
mothur_screen_seqs,1.39.5.0,contigsrep|contigsreport,tabular,format_3475
mothur_shhh_seqs,1.39.5.0,fasta,fasta,format_1929
mothur_shhh_seqs,1.39.5.0,name,mothur.names,format_3475
mothur_shhh_seqs,1.39.5.0,group,mothur.groups,format_3475
mothur_cluster_split,1.39.5.0,splitby|matrix|dist,mothur.pair.dist,format_3475
mothur_cluster_split,1.39.5.0,splitby|matrix|nameOrCount,mothur.names,format_3475
mothur_cluster_split,1.39.5.0,splitby|matrix|dist,mothur.dist,format_2330
mothur_cluster_split,1.39.5.0,splitby|dist,mothur.pair.dist,format_3475
mothur_cluster_split,1.39.5.0,splitby|taxonomy,mothur.seq.taxonomy,format_3475
mothur_cluster_split,1.39.5.0,splitby|nameOrCount,mothur.names,format_3475
mothur_cluster_split,1.39.5.0,splitby|fasta,mothur.align,format_1929
mothur_sort_seqs,1.39.5.0,fasta_in,fasta,format_1929
mothur_sort_seqs,1.39.5.0,qfile_in,qual454,format_3611
mothur_sort_seqs,1.39.5.0,flow_in,mothur.sff.flow,format_3475
mothur_sort_seqs,1.39.5.0,group_in,mothur.groups,format_3475
mothur_sort_seqs,1.39.5.0,name_in,mothur.names,format_3475
mothur_sort_seqs,1.39.5.0,tax_in,mothur.seq.taxonomy,format_3475
mothur_sort_seqs,1.39.5.0,accnos,mothur.accnos,format_3475
mothur_sort_seqs,1.39.5.0,count,mothur.count_table,format_3475
mothur_parsimony,1.39.5.0,tree,mothur.tre,format_2330
mothur_parsimony,1.39.5.0,group,mothur.groups,format_3475
mothur_parsimony,1.39.5.0,name,mothur.names,format_3475
mothur_parsimony,1.39.5.0,count,mothur.count_table,format_3475
mothur_make_biom,1.39.5.0,otu,mothur.shared,format_2330
mothur_make_biom,1.39.5.0,constaxonomy,mothur.cons.taxonomy,format_3475
mothur_make_biom,1.39.5.0,metadata,tabular,format_3475
mothur_make_biom,1.39.5.0,picrustc|picrust,tabular,format_3475
mothur_make_biom,1.39.5.0,picrustc|reftax,mothur.ref.taxonomy,format_3475
mothur_get_mimarkspackage,1.39.5.0,input|infile,mothur.groups,format_3475
mothur_get_mimarkspackage,1.39.5.0,input|infile,mothur.oligos,format_2330
mothur_remove_dists,1.39.5.0,input|dist,mothur.pair.dist,format_3475
mothur_remove_dists,1.39.5.0,input|dist,mothur.dist,format_2330
mothur_remove_dists,1.39.5.0,accnos,mothur.accnos,format_3475
mothur_cluster_fragments,1.39.5.0,fasta,fasta,format_1929
mothur_cluster_fragments,1.39.5.0,names,mothur.names,format_3475
mothur_cluster_fragments,1.39.5.0,count,mothur.count_table,format_3475
mothur_reverse_seqs,1.39.5.0,fasta,fasta,format_1929
mothur_make_lefse,1.39.5.0,otu,mothur.shared,format_2330
mothur_make_lefse,1.39.5.0,constaxonomy,mothur.cons.taxonomy,format_3475
mothur_make_lefse,1.39.5.0,design,tabular,format_3475
mothur_chimera_uchime,1.39.5.0,fasta,mothur.align,format_1929
mothur_chimera_uchime,1.39.5.0,template|reference,fasta,format_1929
mothur_chimera_uchime,1.39.5.0,template|group,mothur.groups,format_3475
mothur_chimera_uchime,1.39.5.0,template|count,mothur.count_table,format_3475
mothur_chimera_uchime,1.39.5.0,template|name,mothur.names,format_3475
mothur_cluster_classic,1.39.5.0,dist,mothur.dist,format_2330
mothur_cluster_classic,1.39.5.0,name,mothur.names,format_3475
mothur_cluster_classic,1.39.5.0,count,mothur.count_table,format_3475
mothur_classify_seqs,1.39.5.0,fasta,fasta,format_1929
mothur_classify_seqs,1.39.5.0,alignment|template,fasta,format_1929
mothur_classify_seqs,1.39.5.0,tax|taxonomy,mothur.seq.taxonomy,format_3475
mothur_classify_seqs,1.39.5.0,count,mothur.count_table,format_3475
mothur_classify_seqs,1.39.5.0,name,mothur.names,format_3475
mothur_make_shared,1.39.5.0,intype|otu,mothur.list,format_2330
mothur_make_shared,1.39.5.0,intype|group,mothur.groups,format_3475
mothur_make_shared,1.39.5.0,intype|otu,biom1,format_3746
mothur_filter_seqs,1.39.5.0,fasta,mothur.align,format_1929
mothur_filter_seqs,1.39.5.0,inputs|fasta,mothur.align,format_1929
mothur_filter_seqs,1.39.5.0,hard,mothur.filter,format_2330
mothur_merge_sfffiles,1.39.5.0,input,sff,format_3284
mothur_amova,1.39.5.0,phylip,mothur.dist,format_2330
mothur_amova,1.39.5.0,design,mothur.design,format_3475
mothur_get_seqs,1.39.5.0,accnos,mothur.accnos,format_3475
mothur_get_seqs,1.39.5.0,fasta_in,fasta,format_1929
mothur_get_seqs,1.39.5.0,qfile_in,qual,format_3606
mothur_get_seqs,1.39.5.0,fastq_in,fastq,format_1930
mothur_get_seqs,1.39.5.0,count_in,mothur.count_table,format_3475
mothur_get_seqs,1.39.5.0,name_in,mothur.names,format_3475
mothur_get_seqs,1.39.5.0,group_in,mothur.groups,format_3475
mothur_get_seqs,1.39.5.0,alignreport_in,mothur.align.report,format_3475
mothur_get_seqs,1.39.5.0,list_in,mothur.list,format_2330
mothur_get_seqs,1.39.5.0,taxonomy_in,mothur.seq.taxonomy,format_3475
mothur_phylotype,1.39.5.0,taxonomy,mothur.seq.taxonomy,format_3475
mothur_phylotype,1.39.5.0,name,mothur.names,format_3475
mothur_make_design,1.39.5.0,source,mothur.shared,format_2330
mothur_otu_hierarchy,1.39.5.0,otu,mothur.list,format_2330
mothur_unique_seqs,1.39.5.0,fasta,fasta,format_1929
mothur_unique_seqs,1.39.5.0,names,mothur.names,format_3475
mothur_trim_flows,1.39.5.0,flow,mothur.sff.flow,format_3475
mothur_trim_flows,1.39.5.0,oligo|oligos,mothur.oligos,format_2330
mothur_primer_design,1.39.5.0,fasta,mothur.align,format_1929
mothur_primer_design,1.39.5.0,otu,mothur.list,format_2330
mothur_primer_design,1.39.5.0,name,mothur.names,format_3475
mothur_primer_design,1.39.5.0,count,mothur.count_table,format_3475
mothur_rename_seqs,1.39.5.0,fasta,fasta,format_1929
mothur_rename_seqs,1.39.5.0,group,mothur.groups,format_3475
mothur_rename_seqs,1.39.5.0,name,mothur.names,format_3475
mothur_rename_seqs,1.39.5.0,qfile,qual454,format_3611
mothur_rename_seqs,1.39.5.0,contigsreport,tabular,format_3475
mothur_shhh_flows,1.39.5.0,flow,mothur.sff.flow,format_3475
mothur_shhh_flows,1.39.5.0,prob|lookup,tabular,format_3475
mothur_get_groups,1.39.5.0,group_in,mothur.groups,format_3475
mothur_get_groups,1.39.5.0,shared_in,mothur.shared,format_2330
mothur_get_groups,1.39.5.0,design_in,tabular,format_3475
mothur_get_groups,1.39.5.0,groupnames|accnos,mothur.accnos,format_3475
mothur_get_groups,1.39.5.0,fasta_in,fasta,format_1929
mothur_get_groups,1.39.5.0,name_in,mothur.names,format_3475
mothur_get_groups,1.39.5.0,list_in,mothur.list,format_2330
mothur_get_groups,1.39.5.0,taxonomy_in,mothur.seq.taxonomy,format_3475
mothur_get_groups,1.39.5.0,phylip_in,mothur.lower.dist,format_2330
mothur_get_groups,1.39.5.0,column_in,mothur.pair.dist,format_3475
mothur_homova,1.39.5.0,dist,mothur.dist,format_2330
mothur_homova,1.39.5.0,design,mothur.design,format_3475
mothur_list_seqs,1.39.5.0,search|input,fasta,format_1929
mothur_list_seqs,1.39.5.0,search|input,fastq,format_1930
mothur_list_seqs,1.39.5.0,search|input,mothur.names,format_3475
mothur_list_seqs,1.39.5.0,search|input,mothur.groups,format_3475
mothur_list_seqs,1.39.5.0,search|input,mothur.align.report,format_3475
mothur_list_seqs,1.39.5.0,search|input,mothur.list,format_2330
mothur_list_seqs,1.39.5.0,search|input,mothur.seq.taxonomy,format_3475
mothur_list_seqs,1.39.5.0,search|input,mothur.count_table,format_3475
mothur_remove_lineage,1.39.5.0,file|taxonomy,mothur.seq.taxonomy,format_3475
mothur_remove_lineage,1.39.5.0,file|taxonomy,mothur.cons.taxonomy,format_3475
mothur_remove_lineage,1.39.5.0,file|shared,mothur.shared,format_2330
mothur_remove_lineage,1.39.5.0,file|list,mothur.list,format_2330
mothur_remove_lineage,1.39.5.0,fasta_in,fasta,format_1929
mothur_remove_lineage,1.39.5.0,group_in,mothur.groups,format_3475
mothur_remove_lineage,1.39.5.0,alignreport_in,mothur.align.report,format_3475
mothur_remove_lineage,1.39.5.0,list_in,mothur.list,format_2330
mothur_remove_lineage,1.39.5.0,name_in,mothur.names,format_3475
mothur_remove_lineage,1.39.5.0,count,mothur.count_table,format_3475
mothur_tree_shared,1.39.5.0,input|dist,mothur.pair.dist,format_3475
mothur_tree_shared,1.39.5.0,input|name,mothur.names,format_3475
mothur_tree_shared,1.39.5.0,input|dist,mothur.dist,format_2330
mothur_tree_shared,1.39.5.0,input|dist,mothur.shared,format_2330
mothur_tree_shared,1.39.5.0,input|name,mothur.count_table,format_3475
mothur_summary_tax,1.39.5.0,tax|taxonomy,mothur.seq.taxonomy,format_3475
mothur_summary_tax,1.39.5.0,name,mothur.names,format_3475
mothur_summary_tax,1.39.5.0,group,mothur.groups,format_3475
mothur_summary_tax,1.39.5.0,count,mothur.count_table,format_3475
mothur_parse_list,1.39.5.0,otu,mothur.list,format_2330
mothur_parse_list,1.39.5.0,group,mothur.groups,format_3475
mothur_parse_list,1.39.5.0,count,mothur.count_table,format_3475
mothur_dist_seqs,1.39.5.0,fasta,mothur.align,format_1929
mothur_cooccurrence,1.39.5.0,otu,mothur.shared,format_2330
mothur_merge_files,1.39.5.0,merge|inputs,fasta,format_1929
mothur_merge_files,1.39.5.0,merge|inputs,qual,format_3606
mothur_merge_files,1.39.5.0,merge|inputs,mothur.groups,format_3475
mothur_merge_files,1.39.5.0,merge|inputs,mothur.names,format_3475
mothur_merge_files,1.39.5.0,merge|inputs,mothur.accnos,format_3475
mothur_phylo_diversity,1.39.5.0,tree,mothur.tre,format_2330
mothur_phylo_diversity,1.39.5.0,grouping|group,mothur.groups,format_3475
mothur_phylo_diversity,1.39.5.0,name,mothur.names,format_3475
mothur_phylo_diversity,1.39.5.0,count,mothur.count_table,format_3475
mothur_classify_rf,1.36.1.0,otu,mothur.shared,format_2330
mothur_classify_rf,1.36.1.0,design,mothur.design,format_3475
mothur_get_rabund,1.39.5.0,otu,mothur.list,format_2330
mothur_get_rabund,1.39.5.0,count,mothur.count_table,format_3475
mothur_collect_shared,1.39.5.0,otu,mothur.shared,format_2330
mothur_corr_axes,1.39.5.0,axes,mothur.axes,format_3475
mothur_corr_axes,1.39.5.0,input|otu,mothur.shared,format_2330
mothur_corr_axes,1.39.5.0,input|metadata,tabular,format_3475
mothur_anosim,1.39.5.0,phylip,mothur.dist,format_2330
mothur_anosim,1.39.5.0,design,tabular,format_3475
mothur_heatmap_bin,1.39.5.0,input|otu,mothur.list,format_2330
mothur_heatmap_bin,1.39.5.0,input|otu,mothur.shared,format_2330
mothur_get_lineage,1.39.5.0,file|taxonomy,mothur.seq.taxonomy,format_3475
mothur_get_lineage,1.39.5.0,file|taxonomy,mothur.cons.taxonomy,format_3475
mothur_get_lineage,1.39.5.0,file|shared,mothur.shared,format_2330
mothur_get_lineage,1.39.5.0,file|list,mothur.list,format_2330
mothur_get_lineage,1.39.5.0,fasta_in,fasta,format_1929
mothur_get_lineage,1.39.5.0,group_in,mothur.groups,format_3475
mothur_get_lineage,1.39.5.0,alignreport_in,mothur.align.report,format_3475
mothur_get_lineage,1.39.5.0,list_in,mothur.list,format_2330
mothur_get_lineage,1.39.5.0,name_in,mothur.names,format_3475
mothur_get_lineage,1.39.5.0,count,mothur.count_table,format_3475
mothur_hcluster,1.36.1.0,matrix|dist,mothur.pair.dist,format_3475
mothur_hcluster,1.36.1.0,matrix|name,mothur.names,format_3475
mothur_hcluster,1.36.1.0,matrix|dist,mothur.dist,format_2330
mothur_collect_single,1.39.5.0,otu,mothur.list,format_2330
mothur_heatmap_sim,1.39.5.0,input|otu,mothur.shared,format_2330
mothur_heatmap_sim,1.39.5.0,input|dist,mothur.pair.dist,format_3475
mothur_heatmap_sim,1.39.5.0,input|name,mothur.names,format_3475
mothur_heatmap_sim,1.39.5.0,input|dist,mothur.dist,format_2330
mothur_heatmap_sim,1.39.5.0,count,mothur.count_table,format_3475
mothur_venn,1.39.5.0,input|otu,mothur.shared,format_2330
mothur_venn,1.39.5.0,input|otu,mothur.list,format_2330
fasta_filter_by_length,1.1,input,fasta,format_1929
eggnog_mapper,1.0.3.1,input,fasta,format_1929
flashlfq,1.0.0.0,idt,tabular,format_3475
flashlfq,1.0.0.0,peak_lists,mzml,format_3244
flashlfq,1.0.0.0,experiment|experimental_design,tabular,format_3475
cardinal_quality_report,1.12.1.4,infile,imzml,format_3682
cardinal_quality_report,1.12.1.4,tabular_annotation|annotation_file,tabular,format_3475
cardinal_quality_report,1.12.1.4,calibrant_file,tabular,format_3475
reactome_pathwaymatcher,1.9.1.3,match_types|match_type|input_proteoforms,txt,format_2330
reactome_pathwaymatcher,1.9.1.3,match_types|match_type|input_peptideshakerzip_proteoforms,zip,format_2333
reactome_pathwaymatcher,1.9.1.3,match_types|match_type|input_gene,txt,format_2330
reactome_pathwaymatcher,1.9.1.3,match_types|match_type|input_uniprot,txt,format_2330
reactome_pathwaymatcher,1.9.1.3,match_types|match_type|input_ensembl,txt,format_2330
reactome_pathwaymatcher,1.9.1.3,match_types|match_type|input_vcf,vcf,format_3016
reactome_pathwaymatcher,1.9.1.3,match_types|match_type|input_chrbp,txt,format_2330
reactome_pathwaymatcher,1.9.1.3,match_types|match_type|input_rsid,txt,format_2330
reactome_pathwaymatcher,1.9.1.3,match_types|match_type|input_peptide,txt,format_2330
reactome_pathwaymatcher,1.9.1.3,match_types|match_type|input_database,fasta,format_1929
reactome_pathwaymatcher,1.9.1.3,match_types|match_type|input_modifiedpeptide,txt,format_2330
maxquant_mqpar,1.6.3.4,infile|raw_files,thermo.raw,format_3712
maxquant_mqpar,1.6.3.4,infile|mzxml_files,mzxml,format_3654
maxquant_mqpar,1.6.3.4,fasta_files,fasta,format_1929
maxquant_mqpar,1.6.3.4,mqpar_in,xml,format_2332
MetaProSIP,2.3.2,param_in_mzML,mzml,format_3244
MetaProSIP,2.3.2,param_in_fasta,fasta,format_1929
MetaProSIP,2.3.2,param_in_featureXML,featurexml,format_2032
SequenceCoverageCalculator,2.3.0+galaxy1,param_in_database,fasta,format_1929
SequenceCoverageCalculator,2.3.0+galaxy1,param_in_peptides,idxml,format_2032
peptide_shaker,1.16.36.3,searchgui_input,searchgui_archive,format_2333
metaquantome_stat,1.0.0-0,samps,tabular,format_3475
metaquantome_stat,1.0.0-0,file,tabular,format_3475
metaquantome_sample,1.0.0-0,samps_args|file,tabular,format_3475
metaquantome_viz,1.0.0-0,infile,tabular,format_3475
metaquantome_viz,1.0.0-0,samps,tabular,format_3475
metaquantome_filter,1.0.0-0,samps,tabular,format_3475
metaquantome_filter,1.0.0-0,expand_file,tabular,format_3475
metaquantome_expand,1.0.0-0,db_tar,tar,format_2333
metaquantome_expand,1.0.0-0,samps,tabular,format_3475
metaquantome_expand,1.0.0-0,mode_args|func_file,tabular,format_3475
metaquantome_expand,1.0.0-0,mode_args|tax_file,tabular,format_3475
metaquantome_expand,1.0.0-0,int_file,tabular,format_3475
rawtools,1.4.2.0,input_raws,thermo.raw,format_3712
proteomics_moff,2.0.2.0,task|ident_input|ident_input_file,tabular,format_3475
proteomics_moff,2.0.2.0,task|msms_input|raw_list,thermo.raw,format_3712
proteomics_moff,2.0.2.0,task|msms_input|raw_list,mzml,format_3244
proteomics_moff,2.0.2.0,task|match_filter|ptm_file,tabular,format_3475
cardinal_data_exporter,1.12.1.2,infile,imzml,format_3682
cardinal_data_exporter,1.12.1.2,counting_calibrants|mz_tabular,tabular,format_3475
cardinal_data_exporter,1.12.1.2,tabular_annotation|annotation_file,tabular,format_3475
cardinal_filtering,1.12.1.3,infile,imzml,format_3682
cardinal_filtering,1.12.1.3,pixels_cond|annotation_file,tabular,format_3475
cardinal_filtering,1.12.1.3,features_cond|mz_tabular,tabular,format_3475
cardinal_spectra_plots,1.12.1.3,infile,imzml,format_3682
cardinal_spectra_plots,1.12.1.3,pixel_conditional|tabular_annotation|annotation_file,tabular,format_3475
cardinal_segmentations,1.12.1.3,infile,imzml,format_3682
maldi_quant_peak_detection,1.18.0.4,infile,imzml,format_3682
maldi_quant_peak_detection,1.18.0.4,restriction_conditional|coordinates_file,tabular,format_3475
maldi_quant_peak_detection,1.18.0.4,tabular_annotation|annotation_file,tabular,format_3475
maldi_quant_peak_detection,1.18.0.4,methods|methods_conditional|reference_for_alignment|reference_file,tabular,format_3475
cardinal_combine,1.12.1.3,infiles,imzml,format_3682
cardinal_combine,1.12.1.3,annotation_cond|annotation_files,tabular,format_3475
cardinal_combine,1.12.1.3,combine_conditional|coordinates_file,tabular,format_3475
cardinal_classification,1.12.1.3,infile,imzml,format_3682
cardinal_classification,1.12.1.3,type_cond|annotation_file,tabular,format_3475
cardinal_classification,1.12.1.3,type_cond|training_result,rdata,format_2333
cardinal_classification,1.12.1.3,type_cond|new_y_values_cond|new_response_file,tabular,format_3475
cardinal_preprocessing,1.12.1.3,infile,imzml,format_3682
cardinal_preprocessing,1.12.1.3,methods|methods_conditional|align_ref_type|mz_tabular,tabular,format_3475
cardinal_preprocessing,1.12.1.3,methods|methods_conditional|align_ref_type|align_peaks_msidata,rdata,format_2333
cardinal_preprocessing,1.12.1.3,methods|methods_conditional|methods_for_reduction|ref_type|mz_tabular,tabular,format_3475
cardinal_preprocessing,1.12.1.3,methods|methods_conditional|methods_for_reduction|ref_type|peaks_msidata,rdata,format_2333
dia_umpire_se,2.1.3.0,input,mzxml,format_3654
dia_umpire_se,2.1.3.0,instrument|window|window_list|WindowListFile,tabular,format_3475
custom_pro_db,1.22.0,genome_annotation|bamInput,bam,format_2572
custom_pro_db,1.22.0,genome_annotation|vcfInput,vcf,format_3016
custom_pro_db,1.22.0,genome_annotation|exonAnno,RData,None
custom_pro_db,1.22.0,genome_annotation|proteinSeq,RData,None
custom_pro_db,1.22.0,genome_annotation|proCodingSeq,RData,None
custom_pro_db,1.22.0,genome_annotation|ids,RData,None
custom_pro_db,1.22.0,genome_annotation|dbsnpInCoding,RData,None
custom_pro_db,1.22.0,genome_annotation|cosmic,RData,None
cardinal_mz_images,1.12.1.2,infile,imzml,format_3682
cardinal_mz_images,1.12.1.2,calibrant_file,tabular,format_3475
quantp,1.1.2,pe_exp,tabular,format_3475
quantp,1.1.2,te_exp,tabular,format_3475
quantp,1.1.2,experiment_design_option|exp_design,tabular,format_3475
maldi_quant_preprocessing,1.18.0.3,infile,imzml,format_3682
maldi_quant_preprocessing,1.18.0.3,restriction_conditional|coordinates_file,tabular,format_3475
maldi_quant_preprocessing,1.18.0.3,methods|methods_conditional|reference_for_alignment|reference_file,tabular,format_3475
search_gui,3.3.10.1,input_database,fasta,format_1929
search_gui,3.3.10.1,peak_lists,mgf,format_3651
pep_pointer,0.1.3,gtf_input|gtf,gtf,format_2306
pep_pointer,0.1.3,bed,bed,format_3003
megahit_contig2fastg,1.1.3+galaxy1,contigs,fasta,format_1929
query_tabular,3.0.0,tables|table,tabular,format_3475
percolator_input_converters,3.1,mzids|target,mzid,format_3247
percolator_input_converters,3.1,mzids|decoy,mzid,format_3247
percolator,3.1.0,input,percin,format_3475
pout2mzid,0.3.03,percout,percout,format_2332
pout2mzid,0.3.03,mzid|mzidsingle,mzid,format_3247
lfq_protein_quant,1.0,moff_file,tabular,format_3475
lfq_protein_quant,1.0,meta_file,tabular,format_3475
mass_spectrometry_imaging_filtering,1.10.0.6,infile,imzml,format_3682
mass_spectrometry_imaging_filtering,1.10.0.6,pixels_cond|single_pixels,tabular,format_3475
mass_spectrometry_imaging_filtering,1.10.0.6,pixels_cond|two_columns_pixel,tabular,format_3475
mass_spectrometry_imaging_filtering,1.10.0.6,features_cond|inputfeatures,tabular,format_3475
